core_mpan,reg_st_dt,cust1_cust_nm,SIC_CODE,bill_addr,bill_pcode,cust1_phon1_num,E-Mail 1,ESIQS_TLUPSTAFF_NAME,id_crac,site_addr1,site_addr2,site_addr3,site_addr4,site_pcode,nm_ibpt,MBC_STATUS_ID,SHORT_DESCRIPTION,CONTRACTSTARTDATE,CONTRACTENDDATE,NOTIONALENDDATE,sp_descr,id_proc,id_sstc,MSN,mtr_mod,amr_type,mtr_inst_dt,depot,id_blfr1,mtr_typ,cd_pmet,pp,LATEST_RAG_STATUS,mop,map,dc,dr,sum_eac,sum_aa,cs_or,msn_count,mpan_status,msn_change,profile_data,Rejected_D10,Accepted_D10,Accepted_D313,D10 (Aug),D10 (July),D10 (June),D10 (May),D10 (Apr),D10 (March),previous_capability,funnel_capability,current_capability
2.25914E+12,26-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1237 938551           ,mariogrossi12@gmail.com,Laura Poole,147950144,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29684,EDMI MK7B LVWC,RCAMA,06-10-16,Luton North Depot,QT,S1A LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,No,No,No,No,No,No,No,,SMETS1 Compliant,
6.56441E+12,27-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1238 938551           ,mariogrossi12@gmail.com,Laura Poole,147950145,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29685,EDMI MK7B LVWC,RCAMY,07-10-16,Luton North Depot,QT,S1A LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,Yes,No,No,No,No,No,No,No,No,,SMETS1 Compliant,
4.49619E+12,28-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1239 938551           ,mariogrossi12@gmail.com,Laura Poole,147950146,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29686,EDMI MK7B LVWC,RCAMY,05-12-18,Luton North Depot,QT,S1AD LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,No,No,No,No,No,No,No,,SMETS1 Capable,
4.84829E+12,01-03-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1240 938551           ,mariogrossi12@gmail.com,Laura Poole,147950147,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29687,EDMI MK7B LVWC,RCAMY,09-10-19,Luton North Depot,QT,S1AD LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,No,No,No,No,No,No,No,,SMETS1 Capable,
3.99913E+12,23-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMY,03-10-19,Luton North Depot,QT,S1ADE LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,No,No,No,No,No,No,No,No,,SMETS1 Capable,
4.1204E+12,24-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,1235 938551           ,mariogrossi12@gmail.com,Laura Poole,147950142,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29682,EDMI MK7B LVWC,RCAMY,04-10-19,Luton North Depot,QT,S1ADE LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,No,No,No,No,No,No,No,,SMETS1 Capable,
3.42366E+12,23-02-18,Mario's Quality Fish & Octopus,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMY,03-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,Yes,No,Yes,Yes,No,No,No,No,No,No,,AMR Compliant,
1.48576E+12,12-08-18,Radium Didcot t/a River Café,,River Caf‚ 5  High Street BEDFORD ,MK40 1RN,                       , ,Quote Production,112171841,River Caf‚,5  High Street,BEDFORD,,MK40 1RN,SME - Southern Electric       ,M,Normal,01-08-18,31-07-22,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29686,EDMI Mk10D,RCAMY,23-09-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,ACCU,Macquarie Leasing Limited (MLLA) - NHHMAP Accredited Role,ACCU,,95432.7,116588.7,,2,GAIN,FALSE,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,,AMR Capable,
7.99655E+12,23-02-18,Mario's Quality Fish & Octopus,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMY,03-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,Yes,No,No,No,No,No,No,,AMR Compliant,
4.1589E+12,23-02-18,Mario's Quality Fish & Octopus,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMY,03-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,Yes,No,No,No,No,No,No,,AMR Compliant,
4.17725E+12,23-02-18,Mario's Quality Fish & Octopus,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMY,03-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,No,Yes,No,No,No,No,No,No,,AMR Capable,
3.50946E+12,23-02-18,Mario's Quality Fish & Octopus,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMY,03-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,Yes,No,No,No,No,No,No,,AMR Compliant,
1.57475E+12,23-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMY,03-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,Yes,No,Yes,No,No,No,No,No,No,,AMR Capable,
5.20213E+12,23-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMR,03-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,Yes,Yes,Yes,No,No,No,No,No,No,,AMR Capable,
3.44394E+12,24-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1235 938551           ,mariogrossi12@gmail.com,Laura Poole,147950142,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29682,EDMI MK7B LVWC,RCAMV,04-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,Yes,No,No,No,No,No,No,,AMR Compliant,
5.10703E+12,25-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1236 938551           ,mariogrossi12@gmail.com,Laura Poole,147950143,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29683,EDMI MK7B LVWC,RCAMY,05-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,Yes,No,No,Yes,No,No,No,No,No,No,,AMR Capable,
9.90791E+12,26-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1237 938551           ,mariogrossi12@gmail.com,Laura Poole,147950144,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29684,EDMI MK7B LVWC,RCAMA,06-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,No,No,No,No,No,No,No,,AMR Compliant,
9.72858E+12,27-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1238 938551           ,mariogrossi12@gmail.com,Laura Poole,147950145,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29685,EDMI MK7B LVWC,RCAMY,07-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,Yes,No,No,No,No,No,No,No,No,,AMR Capable,
9.95388E+12,28-02-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1239 938551           ,mariogrossi12@gmail.com,Laura Poole,147950146,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29686,EDMI MK7B LVWC,RCAMY,08-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,No,No,No,No,No,No,No,,AMR Compliant,
4.90143E+12,01-03-18,Tesco Extra,,22-24  High Street BEDFORD  ,MK40 1SP,1240 938551           ,mariogrossi12@gmail.com,Laura Poole,147950147,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29687,EDMI MK7B LVWC,RCAMY,09-10-16,Luton North Depot,QT,2TG RCAMA LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,No,No,No,No,No,No,No,,AMR Compliant,
3.76321E+12,23-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,01234 938551           ,mariogrossi12@gmail.com,Laura Poole,147950141,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29681,EDMI MK7B LVWC,RCAMY,03-10-16,Luton North Depot,QT,2TG RCAMV LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,No,No,No,No,No,No,No,No,,AMR Capable,
4.90143E+12,24-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,1235 938551           ,mariogrossi12@gmail.com,Laura Poole,147950142,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29682,EDMI MK7B LVWC,RCAMY,04-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,Yes,No,No,No,No,No,No,No,,AMR Compliant,
1.70553E+12,25-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,1236 938551           ,mariogrossi12@gmail.com,Laura Poole,147950143,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29683,EDMI MK7B LVWC,RCAMY,05-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,Yes,Yes,No,No,No,No,No,No,No,,AMR Capable,
1.02005E+12,26-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,1237 938551           ,mariogrossi12@gmail.com,Laura Poole,147950144,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29684,EDMI MK7B LVWC,RCAMY,06-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,Yes,No,No,No,No,No,Yes,No,No,,AMR Capable,
3.41084E+12,26-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,1237 938551           ,mariogrossi12@gmail.com,Laura Poole,147950144,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29684,EDMI MK7B LVWC,RCAMY,06-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,Yes,No,No,No,No,No,Yes,No,No,,AMR Capable,
3.46142E+12,26-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,1237 938551           ,mariogrossi12@gmail.com,Laura Poole,147950144,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29684,EDMI MK7B LVWC,RCAMY,06-10-16,Luton North Depot,QT,2TG RCAMY LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,Yes,No,No,No,No,No,Yes,No,No,,AMR Compliant,
7.53438E+12,26-02-18,Sainsbury Local,,22-24  High Street BEDFORD  ,MK40 1SP,1237 938551           ,mariogrossi12@gmail.com,Laura Poole,147950144,22-24  High Street,BEDFORD,,,MK40 1SP,SME - Southern Electric       ,M,Normal,01-05-18,30-04-20,,CQ4 Night/Evening/Weekend (2T),4,325,E11Z29684,EDMI MK7B LVWC,RCAMA,06-10-16,Luton North Depot,QT,2TG RCAMA LV Whole current,, ,G,UKDC,Foresight Metering Ltd (UFUN) - NHHMAP Accredited Role,SOUT,UKDC,127433.4,110272.8,,1,GAIN,FALSE,No,No,No,No,No,No,No,Yes,No,No,,Traditional,
